name,smiles,count
Oxalureate,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCC,40.0
Methylglyoxal,O=C([O-])C(=O)Cc1ccccc1,12.0
"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC,44.0
O-Phospho-L-homoserine,[NH3+][C@H](C(=O)[O-])[C@H](O)COP(=O)([O-])[O-],13.0
Phenylpyruvate,O=P(O)(O)O,5.0
"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",O=P(O)(O)O,5.0
O-Phospho-4-hydroxy-L-threonine,O=P(O)(O)O,5.0
Phosphate,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)[O-],58.0
"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],15.0
Pimeloyl-CoA,O=C(O)Cc1ccccc1,10.0
Palmitoyl-CoA (n-C16:0CoA),O=CCc1ccccc1,9.0
(R)-Pantothenate,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],15.0
Phenylacetic acid,O=CCc1ccccc1,9.0
Phenylacetaldehyde,CC(C)(COP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS,22.0
Pantetheine 4'-phosphate,N#[N+][O-],3.0
(R)-Pantoate,CCC=O,4.0
"Adenosine 3',5'-bisphosphate",N#[N+][O-],3.0
Nitrous oxide,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,31.0
Propanal,Cc1ncc(COP(=O)(O)O)c(CO)c1O,16.0
3'-Phosphoadenylyl sulfate,CCC=O,4.0
Pyridoxine 5'-phosphate,CCC(=O)OP(=O)([O-])[O-],9.0
N8-Acetylspermidine,[Na+],1.0
Sodium,[Na+],1.0
Propanoyl phosphate,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],52.0
Porphobilinogen,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2O)c(=O)[nH]1,36.0
Propanoyl-CoA,O=C([O-])C(=O)C[C@]1(C(=O)[O-])C=C[C@@H](O)C=C1,16.0
Nicotinate,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCC,47.0
"Guanosine 3',5'-bis(diphosphate)",O=C([O-])c1cccnc1,9.0
Prephenate,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,44.0
"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCC,47.0
Diphosphate,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,44.0
Nicotinamide adenine dinucleotide,C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(C)c1CCC(=O)[O-])Cc1[nH]c(c(C)c1C=C)C2,42.0
Protoporphyrin,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCCCC,51.0
Nicotinamide adenine dinucleotide - reduced,O=P([O-])(O)OP(=O)([O-])OP(=O)([O-])O,13.0
Protoporphyrinogen IX,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCCCC,51.0
Nicotinamide adenine dinucleotide phosphate,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,48.0
"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",O=C([O-])CCc1ccccc1,11.0
Inorganic triphosphate,NC(=O)c1cccnc1,9.0
Nicotinamide adenine dinucleotide phosphate - reduced,N,1.0
Phenylpropanoate,O=C([O-])CCc1ccccc1,11.0
Nicotinamide,N,1.0
Ammonium,N,1.0
Phosphonate,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],21.0
"Phosphatidylserine (dioctadecanoyl, n-C18:0)",[Ni+2],1.0
Psicoselysine,O=C(O)c1ccccc1N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,23.0
5-Phospho-beta-D-ribosylamine,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],21.0
N-(5-Phospho-D-ribosyl)anthranilate,[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-],11.0
1-(5-Phosphoribosyl)-AMP,[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-],11.0
O-Phospho-L-serine,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1/N=C/N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,37.0
1-(5-Phosphoribosyl)-ATP,N[C@@H](CCOC(=O)CCC(=O)O)C(=O)O,15.0
N2-Succinyl-L-glutamate 5-semialdehyde,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=NCC(=O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],37.0
1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,NCCCCN,6.0
O-Succinyl-L-homoserine,[NH3+]CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-],16.0
5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,NCCCCN,6.0
Putrescine,O=C(O)C1CCCN1,8.0
N2-Succinyl-L-ornithine,NCCCCN,6.0
L-Proline,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,23.0
Sucrose C12H22O11,Cc1ncc(CO)c(C[NH3+])c1O,12.0
Pyridoxamine 5'-phosphate,O=CCCC(=O)O,7.0
Pyridoxamine,O=C([O-])CNC(=O)[C@@H]1CCC[NH2+]1,12.0
L-Prolinylglycine,O=C([O-])CS(=O)(=O)[O-],8.0
Pyridoxal 5'-phosphate,Cc1[nH+]cc(CO)c(C=O)c1O,12.0
Succinic semialdehyde,O=C([O-])CNC(=O)[C@@H]1CCC[NH2+]1,12.0
Sulfoacetate,O=C([O-])CS(=O)(=O)[O-],8.0
Pyridoxal,O=C([O-])CS(=O)(=O)[O-],8.0
Pyridoxine,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,22.0
Pyruvate,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,53.0
5-Phospho-alpha-D-ribose 1-diphosphate,COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC,53.0
Ubiquinone-8,O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@H]1O,16.0
Ubiquinol-8,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,20.0
Quinolinate,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,50.0
"D-Ribose 1,5-bisphosphate",O=C([O-])[C@@H](O)[C@H](O)[C@H](O)C(=O)CO,13.0
D-Tagatose 6-phosphate,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,14.0
"D-Tagatose 1,6-biphosphate",O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,14.0
"Phosphatidylserine (dihexadecanoyl, n-C16:0)",O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,14.0
D-Tagaturonate,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-],10.0
Alpha-D-Ribose 1-phosphate,O=S(=O)(O)[S-],5.0
Alpha-D-Ribose 5-phosphate,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-],10.0
L-tartrate,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,14.0
Thiosulfate,O=S(=O)(O)[S-],5.0
Reduced riboflavin,NCCS(=O)(=O)[O-],7.0
L-Ribulose,Cc1cc2ncn([C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2cc1C,20.0
Taurine C2H7NO3S,N[C@@H](CCSC[C@H]1OC(O)[C@H](O)[C@@H]1O)C(=O)O,17.0
"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole",OC[C@H]1OC(O)[C@H](O)[C@@H]1O,10.0
S-Ribosyl-L-homocysteine,N#CS,3.0
Thiocyanate,N#CS,3.0
D-Ribose,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,10.0
Trans-Tetradec-2-enoyl-CoA,C[C@H](O)[C@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-],15.0
Tetradecanoyl-CoA (n-C14:0CoA),O=[W](=O)([O-])O,5.0
Riboflavin C17H20N4O6,C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO,11.0
Tungstate,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,11.0
L-Rhamnulose 1-phosphate,O=[W](=O)([O-])O,5.0
L-Rhamnulose,NCCc1ccc(O)cc1,10.0
L-Rhamnose,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,11.0
Tyramine,O=C([O-])C1=NC(C(=O)[O-])CCC1,12.0
D-Ribulose 5-phosphate,[NH3+]C(Cc1ccc(O)cc1)C(=O)O,13.0
"2,3,4,5-Tetrahydrodipicolinate",O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,18.0
L-Tyrosine,Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,32.0
L-Ribulose 5-phosphate,[NH3+]C(Cc1ccc(O)cc1)C(=O)O,13.0
Sedoheptulose 7-phosphate,[S],1.0
"5,6,7,8-Tetrahydrofolate",Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-],19.0
Thiamin,[NH3+][C@@H](Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)[O-],17.0
Sulfur,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,16.0
Sarcosine C3H7NO2,[NH3+][C@@H](Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)[O-],17.0
Phosphotyrosine,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,22.0
D-Sorbitol 6-phosphate,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,12.0
Thiamin monophosphate,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)c1ccccc1C(=O)O,63.0
D-Sorbitol,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,68.0
Thiamine diphosphate,C[C@@H](O)[C@H](N)C(=O)O,8.0
O-Succinylbenzoyl-CoA,CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O,55.0
"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",C[C@@H](O)[C@H](N)C(=O)O,8.0
Sirohydrochlorin,CCCCCCCCCCCC(O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)OC(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1N,52.0
L-Threonine,[Se-2],1.0
UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,C[C@@H](O)[C@H](N)C(=O)O,8.0
UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,O=P(O)(O)[SeH],5.0
Selenide,[NH3+][C@H](CO)C(=O)[O-],7.0
L-Threonine O-3-phosphate,[NH3+][C@H](CO)C(=O)[O-],7.0
Selenophosphate,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,133.0
D-Serine,[NH3+][C@H](CO)C(=O)[O-],7.0
"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",Cc1c[nH]c(=O)[nH]c1=O,9.0
Thymine C5H6N2O2,NC(CO)C(=O)[O-],7.0
UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,39.0
L-Serine,Cc1c[nH]c(=O)[nH]c1=O,9.0
UDP-N-acetyl-D-glucosamine,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,17.0
Thymidine C10H14N2O5,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,39.0
L-seryl-AMP,CN(C)C,4.0
Trimethylamine,CN(C)C,4.0
Siroheme C42H36FeN4O16,CC(=O)N[C@@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)[O-])[C@@H](O)[C@@H]1O,40.0
UDP-N-acetyl-D-mannosamine,CN(C)C,4.0
Shikimate 5-phosphate,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,12.0
UDP-N-acetyl-D-mannosaminouronate,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,12.0
Shikimate,C[N+](C)(C)[O-],5.0
"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C[N+](C)(C)[O-],5.0
Trimethylamine N-oxide,[NH3+][C@@H](CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-])C(=O)[O-],20.0
UDP-N-acetylmuramoyl-L-alanine,O=C(O)CCC(=O)N[C@@H](CCCC(=O)C(=O)O)C(=O)O,20.0
"N-Succinyl-LL-2,6-diaminoheptanedioate",O=S=O,3.0
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,O=S=O,3.0
N-Succinyl-2-L-amino-6-oxoheptanedioate,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,64.0
UDP-N-acetylmuramate,O=S=O,3.0
Sulfur dioxide,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,64.0
Undecaprenyl diphosphate,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])[O-],60.0
Sulfite,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])[O-],60.0
Undecaprenyl phosphate,O=S([O-])O,4.0
Oxidized thioredoxin,O=CN[C@H]1CO[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,36.0
Sulfate,[NH3+][C@H]1CO[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,34.0
Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,23.0
"Alpha,alpha'-Trehalose 6-phosphate",O=S(=O)([O-])[O-],5.0
Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose,O=C1CO[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,34.0
Trehalose,[NH3+]CCCC[NH2+]CCC[NH3+],10.0
UDP-4-keto-pyranose,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,25.0
Spermidine,[NH3+]CCCC[NH2+]CCC[NH3+],10.0
UDP C9H11N2O12P2,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],67.0
UDP-N-acetyl-D-galactosamine,O=P(O)(O)OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,27.0
Stearoyl-CoA (n-C18:0CoA),O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,36.0
UDPglucose,O=C(O)CCC(=O)c1ccccc1C(=O)O,16.0
Sucrose 6-phosphate,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,36.0
N2-Succinyl-L-arginine,O=C(O)CCC(=O)O,8.0
O-Succinylbenzoate,O=C(O)CCC(=O)O,8.0
Succinate,O=C(O)CCC(=O)O,8.0
UDPgalactose,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-],55.0
Succinyl-CoA,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,37.0
N2-Succinyl-L-glutamate,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,20.0
"UDP-D-galacto-1,4-furanose",O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,37.0
UDP-D-glucuronate,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,20.0
Xanthosine,O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O,14.0
"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",OC1OC[C@@H](O)[C@H](O)[C@H]1O,10.0
D-Xylulose 5-phosphate,OC1OC[C@@H](O)[C@H](O)[C@H]1O,10.0
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,21.0
L-Xylulose 5-phosphate,OC1OC[C@@H](O)[C@H](O)[C@H]1O,10.0
D-Xylose,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,21.0
UMP C9H11N2O9P,O=C(CO)[C@H](O)[C@@H](O)CO,10.0
D-Xylulose,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)O,15.0
L-Xylulose,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)O,15.0
L-Tryptophan,[Zn+2],1.0
Undecaprenyl diphospho N-acetyl-glucosamine,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)O,15.0
Zinc,[Zn+2],1.0
Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate,O=S(=O)(O)[S-],5.0
Uroporphyrinogen III,Oc1nc(O)c2[nH]c(O)nc2n1,12.0
Uracil,NC(=O)N[C@@H](O)C(=O)O,9.0
Urate C5H4N4O3,NC(N)=O,4.0
(-)-Ureidoglycolate,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,17.0
Urea CH4N2O,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,17.0
Uridine,CC(C)C(N)C(=O)[O-],8.0
UTP C9H11N2O15P3,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,11.0
L-Valine,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,11.0
Xanthine,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1,24.0
XDP,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1,32.0
Xanthosine 5'-phosphate,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,20.0
