,medium,description,bigg,name,vmh,modelseed,flux
812,M9_succ_sw,M9 medium with succinate as sole carbon source,mobd,Molybdate,mobd,cpd11574,100.0
813,Complete,complete,12dgr180,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",12dgr180,cpd15311,1.0
814,Complete,complete,15dap,"1,5-Diaminopentane",15dap,cpd01155,1.0
815,Complete,complete,26dap__M,"meso-2,6-Diaminoheptanedioate",26dap_M,cpd00516,1.0
816,Complete,complete,2dmmq8,2-Demethylmenaquinone 8,2dmmq8,cpd15352,1.0
817,Complete,complete,2obut,2-Oxobutanoate,2obut,cpd00094,1.0
818,Complete,complete,3mop,3-methyl-2-oxopentanoate,3mop,cpd00508,1.0
819,Complete,complete,4abz,4 Aminobenzoate,4abz,cpd00443,1.0
820,Complete,complete,4hbz,4-Hydroxybenzoate,4hbz,cpd00136,1.0
821,Complete,complete,ac,Acetate,ac,cpd00029,1.0
822,Complete,complete,acgam,N-Acetyl-D-glucosamine,acgam,cpd00122,1.0
823,Complete,complete,acmana,N-acetyl-D-mannosamine,acmana,cpd00492,1.0
824,Complete,complete,acnam,N-Acetylneuraminate,acnam,cpd00232,1.0
825,Complete,complete,ade,Adenine,ade,cpd00128,1.0
826,Complete,complete,adn,Adenosine,adn,cpd00182,1.0
827,Complete,complete,adpcbl,Adenosylcobalamin,adpcbl,cpd00166,1.0
828,Complete,complete,ala__D,D-Alanine,ala_D,cpd00117,1.0
829,Complete,complete,ala__L,L-alanine,ala_L,cpd00035,1.0
830,Complete,complete,amet,S-Adenosyl-L-methionine,amet,cpd00017,1.0
831,Complete,complete,amp,AMP,amp,cpd00018,1.0
832,Complete,complete,amylopect900,Amylopectin (900 glucose units),amylopect900,cpd00265,1.0
833,Complete,complete,amylose300,Amylose,amylose300,cpd11735,1.0
834,Complete,complete,arab__D,D-Arabinose,arab_D,cpd00185,1.0
835,Complete,complete,arab__L,L-Arabinose,arab_L,cpd19109,1.0
836,Complete,complete,arabinan101,Arabinan,arabinan101,cpd15928,1.0
837,Complete,complete,arabinogal,Larch arabinogalactan,arabinogal,cpd11699,1.0
838,Complete,complete,arabinoxyl,Arabinoxylan,arabinoxyl,cpd22387,1.0
839,Complete,complete,arg__L,L-Arginine,arg_L,cpd00051,1.0
840,Complete,complete,asn__L,L-asparagine,asn_L,cpd00132,1.0
841,Complete,complete,asp__L,L-Aspartate,asp_L,cpd00041,1.0
842,Complete,complete,bglc,beta glucans,bglc,cpd22448,1.0
843,Complete,complete,btn,Biotin,btn,cpd00104,1.0
844,Complete,complete,but,Butyrate (n-C4:0),but,cpd00211,1.0
845,Complete,complete,ca2,Calcium,ca2,cpd00063,100.0
846,Complete,complete,cbl1,Cob(I)alamin,cbl1,cpd00635,1.0
847,Complete,complete,cbl2,Cob(II)alamin,cbl2,cpd00423,1.0
848,Complete,complete,cellb,Cellobiose,cellb,cpd03845,1.0
849,Complete,complete,cellul,Cellulose,cellul,cpd00158,1.0
850,Complete,complete,cgly,Cys-Gly,cgly,cpd01017,1.0
851,Complete,complete,chol,Choline,chol,cpd00098,1.0
852,Complete,complete,chor,Chorismate,chor,cpd00216,1.0
853,Complete,complete,chsterol,cholesterol,chsterol,cpd00160,1.0
854,Complete,complete,cit,Citrate,cit,cpd00137,1.0
855,Complete,complete,cl,Chloride,cl,cpd00099,100.0
856,Complete,complete,cobalt2,Co2+,cobalt2,cpd00149,100.0
857,Complete,complete,csn,Cytosine,csn,cpd00307,1.0
858,Complete,complete,cu2,Cu2+,cu2,cpd00058,100.0
859,Complete,complete,cys__L,L-cysteine,cys_L,cpd00084,1.0
860,Complete,complete,cytd,Cytidine,cytd,cpd00367,1.0
861,Complete,complete,dad__2,2-deoxyadenosine,dad_2,cpd00438,1.0
862,Complete,complete,dcyt,Deoxycytidine,dcyt,cpd00654,1.0
863,Complete,complete,ddca,laurate,ddca,cpd01741,1.0
864,Complete,complete,dextran40,"Dextran 40, (1,6-alpha-D-Glucan)",dextran40,cpd11658,1.0
865,Complete,complete,dgsn,Deoxyguanosine,dgsn,cpd00277,1.0
866,Complete,complete,drib,Deoxyribose,drib,cpd01242,1.0
867,Complete,complete,etoh,Ethanol,etoh,cpd00363,1.0
868,Complete,complete,fald,formaldehyde,fald,cpd00055,1.0
869,Complete,complete,fe2,fe2,fe2,cpd10515,1.0
870,Complete,complete,fe3,Fe3+,fe3,cpd10516,100.0
871,Complete,complete,fol,Folate,fol,cpd00393,1.0
872,Complete,complete,for,Formate,for,cpd00047,1.0
873,Complete,complete,fru,D-Fructose,fru,cpd00082,1.0
874,Complete,complete,fuc__L,L-Fucose,fuc_L,cpd00751,1.0
875,Complete,complete,fum,fumarate,fum,cpd00106,1.0
876,Complete,complete,gal,D-Galactose,gal,cpd00108,1.0
877,Complete,complete,galmannan,Galactomannan,galmannan,cpd00656,1.0
878,Complete,complete,gam,D-Glucosamine,gam,cpd00276,1.0
879,Complete,complete,glc__D,D-Glucose,glc_D,cpd00027,1.0
880,Complete,complete,glcmannan,Glucomannan,glcmannan,cpd11955,1.0
881,Complete,complete,glcn,D-Gluconate,glcn,cpd00222,1.0
882,Complete,complete,gln__L,L-glutamine,gln_L,cpd00053,1.0
883,Complete,complete,glu__L,L-Glutamate,glu_L,cpd00023,1.0
884,Complete,complete,gly,Glycine,gly,cpd00033,1.0
885,Complete,complete,glyc,Glycerol,glyc,cpd00100,1.0
886,Complete,complete,glyc3p,glyc3p[e],glyc3p,cpd00080,1.0
887,Complete,complete,glygn2,"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",glygn2,cpd00155,1.0
888,Complete,complete,gsn,Guanosine,gsn,cpd00311,1.0
889,Complete,complete,gthox,Oxidized glutathione,gthox,cpd00111,1.0
890,Complete,complete,gthrd,Reduced glutathione,gthrd,cpd00042,1.0
891,Complete,complete,gua,Guanine,gua,cpd00207,1.0
892,Complete,complete,h,proton,h,cpd00067,100.0
893,Complete,complete,h2,H2,h2,cpd11640,1.0
894,Complete,complete,h2o,H2O,h2o,cpd00001,1000.0
895,Complete,complete,h2s,Hydrogen sulfide,h2s,cpd00239,1.0
896,Complete,complete,hdca,Hexadecanoate (n-C16:0),hdca,cpd00214,1.0
897,Complete,complete,his__L,L-histidine,his_L,cpd00119,1.0
898,Complete,complete,homogal,Homogalacturonan,homogal,,1.0
899,Complete,complete,hxan,Hypoxanthine,hxan,cpd00226,1.0
900,Complete,complete,ile__L,L-Isoleucine,ile_L,cpd00322,1.0
901,Complete,complete,indole,Indole,indole,cpd00359,1.0
902,Complete,complete,inulin,Inulin,inulin,cpd11602,1.0
903,Complete,complete,k,K+,k,cpd00205,100.0
904,Complete,complete,kestopt,Kestopentaose,kestopt,,1.0
905,Complete,complete,lanost,Lanosterol,lanost,cpd01188,1.0
906,Complete,complete,lcts,Lactose,lcts,cpd00208,1.0
907,Complete,complete,leu__L,L-Leucine,leu_L,cpd00107,1.0
908,Complete,complete,levan1000,Levan,levan1000,cpd27401,1.0
909,Complete,complete,lichn,Lichenin,lichn,cpd27402,1.0
910,Complete,complete,lmn30,Laminarin,lmn30,cpd11748,1.0
911,Complete,complete,lys__L,L-Lysine,lys_L,cpd00039,1.0
912,Complete,complete,malt,Maltose,malt,cpd00179,1.0
913,Complete,complete,malttr,Maltotriose,malttr,cpd01262,1.0
914,Complete,complete,man,D-Mannose,man,cpd00138,1.0
915,Complete,complete,melib,Melibiose,melib,cpd03198,1.0
916,Complete,complete,meoh,methanol,meoh,cpd00116,1.0
917,Complete,complete,met__L,L-Methionine,met_L,cpd00060,1.0
918,Complete,complete,metsox__S__L,L-Methionine S-oxide,metsox_S_L,cpd01914,1.0
919,Complete,complete,mg2,Mg,mg2,cpd00254,100.0
920,Complete,complete,mn2,Mn2+,mn2,cpd00030,100.0
921,Complete,complete,mnl,D-Mannitol,mnl,cpd00314,1.0
922,Complete,complete,mobd,Molybdate,mobd,cpd11574,100.0
923,Complete,complete,mqn7,Menaquinone 7,mqn7,cpd11606,1.0
924,Complete,complete,mqn8,Menaquinone 8,mqn8,cpd15500,1.0
925,Complete,complete,na1,Sodium,na1,cpd00971,100.0
926,Complete,complete,nac,Nicotinate,nac,cpd00218,1.0
927,Complete,complete,ncam,Nicotinamide,ncam,cpd00133,1.0
928,Complete,complete,nmn,NMN,nmn,cpd00355,1.0
929,Complete,complete,no2,Nitrite,no2,cpd00075,1.0
930,Complete,complete,ocdca,echange reaction for octadecanoate (n-C18:0),ocdca,cpd01080,1.0
931,Complete,complete,ocdcea,octadecenoate (n-C18:1),ocdcea,cpd00536,1.0
932,Complete,complete,orn,Ornithine,orn,cpd00064,1.0
933,Complete,complete,oxa,Oxalate,oxa,cpd00180,1.0
934,Complete,complete,pect,pectins,pect,cpd11601,1.0
935,Complete,complete,phe__L,L-phenylalanine,phe_L,cpd00066,1.0
936,Complete,complete,pheme,heme,pheme,cpd00028,1.0
937,Complete,complete,pi,Phosphate,pi,cpd00009,100.0
938,Complete,complete,pime,Pimelate,pime,cpd01727,1.0
939,Complete,complete,pnto__R,(R)-Pantothenate,pnto_R,cpd00644,1.0
940,Complete,complete,pro__L,L-Proline,pro_L,cpd00129,1.0
941,Complete,complete,ptrc,"1,4-butanediammonium",ptrc,cpd00118,1.0
942,Complete,complete,pullulan1200,Pullulan,pullulan1200,cpd27994,1.0
943,Complete,complete,pydam,Pyridoxamine,pydam,cpd00419,1.0
944,Complete,complete,pydx,Pyridoxal,pydx,cpd00215,1.0
945,Complete,complete,pydxn,Pyridoxine,pydxn,cpd00263,1.0
946,Complete,complete,q8,Ubiquinone-8,q8,cpd15560,1.0
947,Complete,complete,raffin,Raffinose,raffin,cpd00382,1.0
948,Complete,complete,rhamnogalurI,Rhamnogalacturonan I,rhamnogalurI,,1.0
949,Complete,complete,rhamnogalurII,Rhamnogalacturonan II,rhamnogalurII,,1.0
950,Complete,complete,rib__D,ribose,rib_D,cpd00105,1.0
951,Complete,complete,ribflv,Riboflavin,ribflv,cpd00220,1.0
952,Complete,complete,rmn,L-Rhamnose,rmn,cpd00396,1.0
953,Complete,complete,sbt__L,L-Sorbitol,sbt_L,cpd01187,1.0
954,Complete,complete,sel,Selenate,sel,cpd03396,1.0
955,Complete,complete,ser__L,L-serine,ser_L,cpd00054,1.0
956,Complete,complete,sheme,Siroheme,sheme,cpd00557,1.0
957,Complete,complete,so4,Sulfate,so4,cpd00048,100.0
958,Complete,complete,spmd,spermidine(3+),spmd,cpd00264,1.0
959,Complete,complete,starch1200,Starch,starch1200,cpd28193,1.0
960,Complete,complete,strch1,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",strch1,cpd11657,1.0
961,Complete,complete,sucr,Sucrose,sucr,cpd00076,1.0
962,Complete,complete,thm,Thiamin,thm,cpd00305,1.0
963,Complete,complete,thr__L,L-Threonine,thr_L,cpd00161,1.0
964,Complete,complete,thymd,Thymidine,thymd,cpd00184,1.0
965,Complete,complete,tre,Trehalose,tre,cpd00794,1.0
966,Complete,complete,trp__L,L-Tryptophan,trp_L,cpd00065,1.0
967,Complete,complete,ttdca,tetradecanoate (n-C14:0),ttdca,cpd03847,1.0
968,Complete,complete,tyr__L,L-Tyrosine,tyr_L,cpd00069,1.0
969,Complete,complete,ura,Uracil,ura,cpd00092,1.0
970,Complete,complete,uri,Uridine,uri,cpd00249,1.0
971,Complete,complete,val__L,L-Valine,val_L,cpd00156,1.0
972,Complete,complete,xan,xan[e],xan,cpd00309,1.0
973,Complete,complete,xyl__D,D-Xylose,xyl_D,cpd00154,1.0
974,Complete,complete,xylan,Xylan,xylan,cpd11732,1.0
975,Complete,complete,xyluglc,Xyluglucan,xyluglc,cpd11752,1.0
976,Complete,complete,zn2,Zn2+,zn2,cpd00034,100.0
977,Complete2,complete2,acac,Acetoacetate,acac,cpd00142,1.0
978,Complete2,complete2,acald,Acetaldehyde,acald,cpd00071,1.0
979,Complete2,complete2,acgam,N-Acetyl-D-glucosamine,acgam,cpd00122,1.0
980,Complete2,complete2,acmana,N-acetyl-D-mannosamine,acmana,cpd00492,1.0
981,Complete2,complete2,actn__R,ACTN,actn_R,cpd00361,1.0
982,Complete2,complete2,ala__D,D-Alanine,ala_D,cpd00117,1.0
983,Complete2,complete2,ala__L,L-alanine,ala_L,cpd00035,1.0
984,Complete2,complete2,alaala,Ala-Ala,alaala,cpd00731,1.0
985,Complete2,complete2,amp,AMP,amp,cpd00018,1.0
986,Complete2,complete2,arab__L,L-Arabinose,arab_L,cpd19109,1.0
987,Complete2,complete2,arg__L,L-Arginine,arg_L,cpd00051,1.0
988,Complete2,complete2,asn__L,L-asparagine,asn_L,cpd00132,1.0
989,Complete2,complete2,asp__L,L-Aspartate,asp_L,cpd00041,1.0
990,Complete2,complete2,but,Butyrate (n-C4:0),but,cpd00211,1.0
991,Complete2,complete2,bz,Benzoate,bz,cpd00153,1.0
992,Complete2,complete2,ca2,Calcium,ca2,cpd00063,100.0
993,Complete2,complete2,cellb,Cellobiose,cellb,cpd03845,1.0
994,Complete2,complete2,cgly,Cys-Gly,cgly,cpd01017,1.0
995,Complete2,complete2,cit,Citrate,cit,cpd00137,1.0
996,Complete2,complete2,cl,Chloride,cl,cpd00099,100.0
997,Complete2,complete2,cmp,CMP,cmp,cpd00046,1.0
998,Complete2,complete2,co2,CO2,co2,cpd00011,1.0
999,Complete2,complete2,coa,CoA,coa,cpd00010,1.0
1000,Complete2,complete2,cobalt2,Co2+,cobalt2,cpd00149,100.0
1001,Complete2,complete2,cu2,Cu2+,cu2,cpd00058,100.0
1002,Complete2,complete2,ddca,laurate,ddca,cpd01741,1.0
1003,Complete2,complete2,din,Deoxyinosine,din,cpd03279,1.0
1004,Complete2,complete2,drib,Deoxyribose,drib,cpd01242,1.0
1005,Complete2,complete2,etha,Aminoethanol,etha,cpd00162,1.0
1006,Complete2,complete2,fe2,fe2,fe2,cpd10515,100.0
1007,Complete2,complete2,fe3,Fe3+,fe3,cpd10516,100.0
1008,Complete2,complete2,fol,Folate,fol,cpd00393,1.0
1009,Complete2,complete2,fru,D-Fructose,fru,cpd00082,1.0
1010,Complete2,complete2,gal,D-Galactose,gal,cpd00108,1.0
1011,Complete2,complete2,galt,Galactitol,galt,cpd01171,1.0
1012,Complete2,complete2,gam,D-Glucosamine,gam,cpd00276,1.0
1013,Complete2,complete2,glc__D,D-Glucose,glc_D,cpd00027,1.0
1014,Complete2,complete2,gln__L,L-glutamine,gln_L,cpd00053,1.0
1015,Complete2,complete2,glu__L,L-Glutamate,glu_L,cpd00023,1.0
1016,Complete2,complete2,gly,Glycine,gly,cpd00033,1.0
1017,Complete2,complete2,glyald,D-Glyceraldehyde,glyald,cpd00448,1.0
1018,Complete2,complete2,glyc,Glycerol,glyc,cpd00100,1.0
1019,Complete2,complete2,glyc3p,glycerol-3-phosphate,glyc3p,cpd00080,1.0
1020,Complete2,complete2,gsn,Guanosine,gsn,cpd00311,1.0
1021,Complete2,complete2,gua,Guanine,gua,cpd00207,1.0
1022,Complete2,complete2,h,proton,h,cpd00067,100.0
1023,Complete2,complete2,h2o,H2O,h2o,cpd00001,1000.0
1024,Complete2,complete2,h2s,Hydrogen sulfide,h2s,cpd00239,1.0
1025,Complete2,complete2,his__L,L-histidine,his_L,cpd00119,1.0
1026,Complete2,complete2,hxan,Hypoxanthine,hxan,cpd00226,1.0
1027,Complete2,complete2,ile__L,L-Isoleucine,ile_L,cpd00322,1.0
1028,Complete2,complete2,inost,L-Inositol,inost,cpd00121,1.0
1029,Complete2,complete2,k,K+,k,cpd00205,100.0
1030,Complete2,complete2,LalaDgluMdapDala,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",LalaDgluMdapDala,cpd15387,0.1
1031,Complete2,complete2,leu__L,L-Leucine,leu_L,cpd00107,1.0
1032,Complete2,complete2,lys__L,L-Lysine,lys_L,cpd00039,1.0
1033,Complete2,complete2,mal__L,L-Malate,mal_L,cpd00130,1.0
1034,Complete2,complete2,malt,Maltose,malt,cpd00179,1.0
1035,Complete2,complete2,man,D-Mannose,man,cpd00138,1.0
1036,Complete2,complete2,met__L,L-Methionine,met_L,cpd00060,1.0
1037,Complete2,complete2,metox__R,L methionine R oxide,metox_R,cpd11576,1.0
1038,Complete2,complete2,mg2,Mg,mg2,cpd00254,100.0
1039,Complete2,complete2,mn2,Mn2+,mn2,cpd00030,100.0
1040,Complete2,complete2,mnl,D-Mannitol,mnl,cpd00314,1.0
1041,Complete2,complete2,nh4,NH3,nh4,cpd00013,100.0
1042,Complete2,complete2,nmn,NMN,nmn,cpd00355,1.0
1043,Complete2,complete2,o2,O2,o2,cpd00007,100.0
1044,Complete2,complete2,orn,Ornithine,orn,cpd00064,1.0
1045,Complete2,complete2,phe__L,L-phenylalanine,phe_L,cpd00066,1.0
1046,Complete2,complete2,pi,Phosphate,pi,cpd00009,100.0
1047,Complete2,complete2,pro__L,L-Proline,pro_L,cpd00129,1.0
1048,Complete2,complete2,progly,L-Prolinylglycine,progly,cpd15551,1.0
1049,Complete2,complete2,ptrc,"1,4-butanediammonium",ptrc,cpd00118,1.0
1050,Complete2,complete2,rib__D,ribose,rib_D,cpd00105,1.0
1051,Complete2,complete2,ribflv,Riboflavin,ribflv,cpd00220,1.0
1052,Complete2,complete2,s,Sulfur,s,cpd00074,1.0
1053,Complete2,complete2,ser__L,L-serine,ser_L,cpd00054,1.0
1054,Complete2,complete2,skm,Shikimate,skm,cpd00383,1.0
1055,Complete2,complete2,so4,Sulfate,so4,cpd00048,100.0
1056,Complete2,complete2,spmd,spermidine(3+),spmd,cpd00264,1.0
1057,Complete2,complete2,succ,Succinate,succ,cpd00036,1.0
1058,Complete2,complete2,sucr,Sucrose,sucr,cpd00076,1.0
1059,Complete2,complete2,tet,Tetrathionate,tet,cpd01414,1.0
1060,Complete2,complete2,thm,Thiamin,thm,cpd00305,1.0
1061,Complete2,complete2,thr__L,L-Threonine,thr_L,cpd00161,1.0
1062,Complete2,complete2,thymd,Thymidine,thymd,cpd00184,1.0
1063,Complete2,complete2,tre,Trehalose,tre,cpd00794,1.0
1064,Complete2,complete2,trp__L,L-Tryptophan,trp_L,cpd00065,1.0
1065,Complete2,complete2,tyr__L,L-Tyrosine,tyr_L,cpd00069,1.0
1066,Complete2,complete2,uaagmda,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",uaagmda,cpd03495,0.1
1067,Complete2,complete2,udcpp,Undecaprenyl phosphate,udcpp,cpd00286,1.0
1068,Complete2,complete2,urea,Urea,urea,cpd00073,1.0
1069,Complete2,complete2,val__L,L-Valine,val_L,cpd00156,1.0
1070,Complete2,complete2,zn2,Zn2+,zn2,cpd00034,100.0
1071,Complete2,complete2,mobd,Molybdate,mobd,cpd11574,1.0
1072,Complete2,complete2,hg2,Hg2+,hg2,cpd00531,100.0
1073,Complete2,complete2,na1,Na+,na1,cpd00971,100.0
1074,Complete2,complete2,aso4,Arsenate,aso4,cpd01048,100.0
1075,Complete2,complete2,cro4,chromate,cro4,cpd11595,100.0
1076,GS_MM_glc,GapSeq minimal media with glucose as carbon source,h2o,H2O,h2o,cpd00001,100.0
1077,GS_MM_glc,GapSeq minimal media with glucose as carbon source,o2,O2,o2,cpd00007,10.0
1078,GS_MM_glc,GapSeq minimal media with glucose as carbon source,pi,Phosphate,pi,cpd00009,100.0
1079,GS_MM_glc,GapSeq minimal media with glucose as carbon source,glc__D,D-Glucose,glc_D,cpd00027,5.0
1080,GS_MM_glc,GapSeq minimal media with glucose as carbon source,mn2,Mn2+,mn2,cpd00030,100.0
1081,GS_MM_glc,GapSeq minimal media with glucose as carbon source,zn2,Zn2+,zn2,cpd00034,100.0
1082,GS_MM_glc,GapSeq minimal media with glucose as carbon source,so4,Sulfate,so4,cpd00048,100.0
1083,GS_MM_glc,GapSeq minimal media with glucose as carbon source,cu2,Cu2+,cu2,cpd00058,100.0
1084,GS_MM_glc,GapSeq minimal media with glucose as carbon source,ca2,Ca2+,ca2,cpd00063,100.0
1085,GS_MM_glc,GapSeq minimal media with glucose as carbon source,h,H+,h,cpd00067,100.0
1086,GS_MM_glc,GapSeq minimal media with glucose as carbon source,cl,Cl-,cl,cpd00099,100.0
1087,GS_MM_glc,GapSeq minimal media with glucose as carbon source,cobalt2,Co2+,cobalt2,cpd00149,100.0
1088,GS_MM_glc,GapSeq minimal media with glucose as carbon source,k,K+,k,cpd00205,100.0
1089,GS_MM_glc,GapSeq minimal media with glucose as carbon source,mg2,Mg,mg2,cpd00254,100.0
1090,GS_MM_glc,GapSeq minimal media with glucose as carbon source,hg2,Hg2+,hg2,cpd00531,100.0
1091,GS_MM_glc,GapSeq minimal media with glucose as carbon source,na1,Na+,na1,cpd00971,100.0
1092,GS_MM_glc,GapSeq minimal media with glucose as carbon source,cd2,Cd2+,cd2,cpd01012,100.0
1093,GS_MM_glc,GapSeq minimal media with glucose as carbon source,aso4,Arsenate,aso4,cpd01048,100.0
1094,GS_MM_glc,GapSeq minimal media with glucose as carbon source,fe2,Fe2+,fe2,cpd10515,100.0
1095,GS_MM_glc,GapSeq minimal media with glucose as carbon source,fe3,fe3,fe3,cpd10516,100.0
1096,GS_MM_glc,GapSeq minimal media with glucose as carbon source,cro4,chromate,cro4,cpd11595,100.0
1097,GS_MM_glc,GapSeq minimal media with glucose as carbon source,nh4,NH3,nh4,cpd00013,100.0
1098,GS_MM_glc,GapSeq minimal media with glucose as carbon source,co2,CO2,co2,cpd00011,10.0
1099,GS_MM_glc,GapSeq minimal media with glucose as carbon source,mobd,Molybdate,mobd,cpd11574,100.0
1100,GS_MM_succ,GapSeq minimal media with succinate as carbon source,h2o,H2O,h2o,cpd00001,100.0
1101,GS_MM_succ,GapSeq minimal media with succinate as carbon source,o2,O2,o2,cpd00007,10.0
1102,GS_MM_succ,GapSeq minimal media with succinate as carbon source,pi,Phosphate,pi,cpd00009,100.0
1103,GS_MM_succ,GapSeq minimal media with succinate as carbon source,succ,Succinate,succ,cpd00036,10.0
1104,GS_MM_succ,GapSeq minimal media with succinate as carbon source,mn2,Mn2+,mn2,cpd00030,100.0
1105,GS_MM_succ,GapSeq minimal media with succinate as carbon source,zn2,Zn2+,zn2,cpd00034,100.0
1106,GS_MM_succ,GapSeq minimal media with succinate as carbon source,so4,Sulfate,so4,cpd00048,100.0
1107,GS_MM_succ,GapSeq minimal media with succinate as carbon source,cu2,Cu2+,cu2,cpd00058,100.0
1108,GS_MM_succ,GapSeq minimal media with succinate as carbon source,ca2,Ca2+,ca2,cpd00063,100.0
1109,GS_MM_succ,GapSeq minimal media with succinate as carbon source,h,H+,h,cpd00067,100.0
1110,GS_MM_succ,GapSeq minimal media with succinate as carbon source,cl,Cl-,cl,cpd00099,100.0
1111,GS_MM_succ,GapSeq minimal media with succinate as carbon source,cobalt2,Co2+,cobalt2,cpd00149,100.0
1112,GS_MM_succ,GapSeq minimal media with succinate as carbon source,k,K+,k,cpd00205,100.0
1113,GS_MM_succ,GapSeq minimal media with succinate as carbon source,mg2,Mg,mg2,cpd00254,100.0
1114,GS_MM_succ,GapSeq minimal media with succinate as carbon source,hg2,Hg2+,hg2,cpd00531,100.0
1115,GS_MM_succ,GapSeq minimal media with succinate as carbon source,na1,Na+,na1,cpd00971,100.0
1116,GS_MM_succ,GapSeq minimal media with succinate as carbon source,cd2,Cd2+,cd2,cpd01012,100.0
1117,GS_MM_succ,GapSeq minimal media with succinate as carbon source,aso4,Arsenate,aso4,cpd01048,100.0
1118,GS_MM_succ,GapSeq minimal media with succinate as carbon source,fe2,Fe2+,fe2,cpd10515,100.0
1119,GS_MM_succ,GapSeq minimal media with succinate as carbon source,fe3,fe3,fe3,cpd10516,100.0
1120,GS_MM_succ,GapSeq minimal media with succinate as carbon source,cro4,chromate,cro4,cpd11595,100.0
1121,GS_MM_succ,GapSeq minimal media with succinate as carbon source,nh4,NH3,nh4,cpd00013,100.0
1122,GS_MM_succ,GapSeq minimal media with succinate as carbon source,co2,CO2,co2,cpd00011,10.0
1123,GS_MM_succ,GapSeq minimal media with succinate as carbon source,mobd,Molybdate,mobd,cpd11574,100.0
1124,SW_anorganics,Only anorganic ions and gases for negative test,mn2,Mn2+,mn2,cpd00030,100.0
1125,SW_anorganics,Only anorganic ions and gases for negative test,zn2,Zn2+,zn2,cpd00034,100.0
1126,SW_anorganics,Only anorganic ions and gases for negative test,so4,Sulfate,so4,cpd00048,100.0
1127,SW_anorganics,Only anorganic ions and gases for negative test,cu2,Cu2+,cu2,cpd00058,100.0
1128,SW_anorganics,Only anorganic ions and gases for negative test,ca2,Ca2+,ca2,cpd00063,100.0
1129,SW_anorganics,Only anorganic ions and gases for negative test,h,H+,h,cpd00067,100.0
1130,SW_anorganics,Only anorganic ions and gases for negative test,cl,Cl-,cl,cpd00099,100.0
1131,SW_anorganics,Only anorganic ions and gases for negative test,cobalt2,Co2+,cobalt2,cpd00149,100.0
1132,SW_anorganics,Only anorganic ions and gases for negative test,k,K+,k,cpd00205,100.0
1133,SW_anorganics,Only anorganic ions and gases for negative test,mg2,Mg,mg2,cpd00254,100.0
1134,SW_anorganics,Only anorganic ions and gases for negative test,hg2,Hg2+,hg2,cpd00531,100.0
1135,SW_anorganics,Only anorganic ions and gases for negative test,na1,Na+,na1,cpd00971,100.0
1136,SW_anorganics,Only anorganic ions and gases for negative test,cd2,Cd2+,cd2,cpd01012,100.0
1137,SW_anorganics,Only anorganic ions and gases for negative test,aso4,Arsenate,aso4,cpd01048,100.0
1138,SW_anorganics,Only anorganic ions and gases for negative test,fe2,Fe2+,fe2,cpd10515,100.0
1139,SW_anorganics,Only anorganic ions and gases for negative test,fe3,fe3,fe3,cpd10516,100.0
1140,SW_anorganics,Only anorganic ions and gases for negative test,cro4,chromate,cro4,cpd11595,100.0
1141,SW_anorganics,Only anorganic ions and gases for negative test,nh4,NH3,nh4,cpd00013,100.0
1142,SW_anorganics,Only anorganic ions and gases for negative test,co2,CO2,co2,cpd00011,100.0
1143,SW_anorganics,Only anorganic ions and gases for negative test,mobd,Molybdate,mobd,cpd11574,100.0
1144,SW_anorganics,Only anorganic ions and gases for negative test,o2,O2,o2,cpd00007,100.0
1145,SW_anorganics,Only anorganic ions and gases for negative test,h2o,H2O,h2o,cpd00001,100.0
1146,SW_anorganics,Only anorganic ions and gases for negative test,pi,Phosphate,pi,cpd00009,100.0
1147,SW_anorganics,Only anorganic ions and gases for negative test,so4,Sulfate,so4,cpd00048,100.0
1148,SW_anorganics,Only anorganic ions and gases for negative test,nh4,NH3,nh4,cpd00013,100.0
1149,SW_anorganics,Only anorganic ions and gases for negative test,cro4,chromate,cro4,cpd11595,100.0
1150,FOOD_kombucha,Black Tea and sucrose,h2o,H2O,h2o,cpd00001,100.0
1151,FOOD_kombucha,Black Tea and sucrose,o2,O2,o2,cpd00007,12.5
1152,FOOD_kombucha,Black Tea and sucrose,pi,Phosphate,pi,cpd00009,100.0
1153,FOOD_kombucha,Black Tea and sucrose,glc__D,D-Glucose,glc_D,cpd00027,5.0
1154,FOOD_kombucha,Black Tea and sucrose,fru,D-Fructose,fru,cpd00082,5.0
1155,FOOD_kombucha,Black Tea and sucrose,sucr,Sucrose,sucr,cpd00076,5.0
1156,FOOD_kombucha,Black Tea and sucrose,etoh,Ethanol,etoh,cpd00363,10.0
1157,FOOD_kombucha,Black Tea and sucrose,mn2,Mn2+,mn2,cpd00030,100.0
1158,FOOD_kombucha,Black Tea and sucrose,zn2,Zn2+,zn2,cpd00034,100.0
1159,FOOD_kombucha,Black Tea and sucrose,so4,Sulfate,so4,cpd00048,100.0
